selected	uid	startUnit	price	endUnit	patients_treatmentPlans_steps_treatments_serviceCodeGroups_serviceCodes_un_id
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		50
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		51
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		52
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		53
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		54
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		55
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		56
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		57
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		58
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		59
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		60
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		61
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		62
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		63
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		64
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		65
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		66
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		67
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		68
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		69
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		70
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		71
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		72
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		73
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		74
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		75
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		76
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		77
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		78
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		79
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		80
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		81
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		82
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		83
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		84
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		85
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		86
True	feaec474-9058-4e0a-b428-427d7138db04	1	950.0		87
True	36ffa014-cf10-419e-bc7f-ba9c715e802b	1	50.0		88
True	6f9ba3f7-25cf-4c88-b11b-bc370740e7fb	1	250.0		89
True	4b185f66-448c-4aa6-b7e4-b84efac57f40	1	50.0		90
True	5b875648-5094-4405-a767-fc9bbbf171e1	1	190.0		91
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		92
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		93
True	1b8ce502-2882-40a9-80f1-5180b3ed45cd	1	75.0		94
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		95
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		96
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		97
True	06e18998-575b-4b74-bac0-f8cae2fc6f75	1	50.0		98
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		99
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	200.0		100
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	20.0		101
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	200.0		102
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		103
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	75.0		104
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		105
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	18.0		106
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	48.0		107
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	50.0		108
True	36ffa014-cf10-419e-bc7f-ba9c715e802b	1	50.0		109
True	1b8ce502-2882-40a9-80f1-5180b3ed45cd	1	75.0		110
True	5b875648-5094-4405-a767-fc9bbbf171e1	1	190.0		111
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		112
True	a0b049ac-d44a-467b-9be3-4f89c4050379	1	80.0		113
True	7004dbca-d5a2-4150-b547-e336a50175a9	1	95.0		114
True	24ff60fd-a945-41bb-b8de-42a08ac78f1a	1	50.0		115
True	d385ae12-d470-457f-80d9-4e5be8a3156b	1	300.0		116
True	60eedcc7-afc5-4e36-ad0f-be12520e9009	1	350.0		117
True	a52ca60c-1ac8-4603-aab0-ee932fc24489	1	700.0		118
True	36ffa014-cf10-419e-bc7f-ba9c715e802b	1	50.0		119
True	03f92cb3-c0cd-4c83-bda0-90c0f85a2ebb	1	0.0		120
True	61120374-2dd3-44a9-acfa-9b193ba0b57d	1	200.0		121
True	58656d18-2bf8-442c-97e9-d5b80b34f822	1	30.0		122
True	e5c4bed3-9561-4f99-8ea2-f088f37be192	1	60.0		123
True	63b79e08-4734-4539-9ac7-1b9d5358d7bd	1	125.0		124
True	a2427683-ebc0-48dd-91a8-48c29d0ea130	1	50.0		125
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		126
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		127
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		128
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		129
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		130
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		131
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		132
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		133
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		134
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		135
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		136
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		137
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		138
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		139
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		140
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		141
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		142
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		143
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		144
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		145
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		146
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		147
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		148
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		149
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		150
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		151
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		152
True	61120374-2dd3-44a9-acfa-9b193ba0b57d	1	200.0		153
True	464e7164-9029-4250-af02-89a51dcb6b3b	1	300.0		154
True	58656d18-2bf8-442c-97e9-d5b80b34f822	1	30.0		155
True	277262d2-1833-463b-8bb6-008de702e264	1	70.0		156
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	200.0		157
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	30.0		158
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	110.0		159
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		160
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		161
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		162
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		163
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		164
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		165
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	61.5		166
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		167
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		168
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		169
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		170
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		171
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		172
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		173
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		174
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		175
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		176
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		177
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		178
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		179
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		180
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		181
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		182
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		183
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		184
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		185
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		186
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		187
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		188
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		189
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		190
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		191
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		192
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		193
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		194
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		195
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		196
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		197
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		198
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		199
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		200
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		201
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		202
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		203
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		204
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		205
True	36ffa014-cf10-419e-bc7f-ba9c715e802b	1	50.0		206
True	6f9ba3f7-25cf-4c88-b11b-bc370740e7fb	1	250.0		207
True	4b185f66-448c-4aa6-b7e4-b84efac57f40	1	50.0		208
True	5b875648-5094-4405-a767-fc9bbbf171e1	1	190.0		209
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		210
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		211
True	1b8ce502-2882-40a9-80f1-5180b3ed45cd	1	75.0		212
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		213
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		214
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		215
True	06e18998-575b-4b74-bac0-f8cae2fc6f75	1	50.0		216
True	277262d2-1833-463b-8bb6-008de702e264	1	70.0		217
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	200.0		218
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	30.0		219
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	110.0		220
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		221
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		222
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		223
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		224
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		225
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		226
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	61.5		227
True	229534ac-e8a3-4b04-835a-9eac19497f7d	1	750.0		228
True	bb4d4fe3-7926-457d-8c21-9a4ffdb3e4b9	1	750.0		229
True	825b4021-d9ba-481e-a8c4-f039afbf758a	1	900.0		230
True	ee68676a-c3c7-4e54-ad98-57b04dc20200	1	900.0		231
True	229534ac-e8a3-4b04-835a-9eac19497f7d	1	750.0		232
True	bb4d4fe3-7926-457d-8c21-9a4ffdb3e4b9	1	750.0		233
True	825b4021-d9ba-481e-a8c4-f039afbf758a	1	900.0		234
True	ee68676a-c3c7-4e54-ad98-57b04dc20200	1	900.0		235
True	4ac2a2a1-626d-4f99-a50b-f8e7f348a123	1	100.0		236
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	200.0		237
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	30.0		238
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		239
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	110.0		240
True	bfb9c57b-b07f-4698-9c35-023d356817ae	1	190.0		241
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		242
False	a83c2500-4ad4-4e7a-94d4-c7202484f5b7	1			243
False	5d1d4f69-d72d-4f65-9698-a8f06e3fcc50	1			244
False	fa037508-0ca4-462a-92a6-2b620956ed98	1			245
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		246
True	a0b049ac-d44a-467b-9be3-4f89c4050379	1	80.0		247
True	740520dc-04db-4615-8eb7-bf830d6cc60d	1	175.0		248
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	61.5		249
True	1abc9873-48b2-4766-83cb-56c1935026df	1	100.0		250
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		251
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		252
True	4ac2a2a1-626d-4f99-a50b-f8e7f348a123	1	100.0		253
True	4ac2a2a1-626d-4f99-a50b-f8e7f348a123	1	100.0		254
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		255
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		256
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		257
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		258
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		259
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		260
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		261
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		262
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		263
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		264
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		265
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		266
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		267
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		268
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		269
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		270
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		271
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		272
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		273
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		274
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		275
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		276
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		277
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		278
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		279
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		280
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		281
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		282
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		283
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		284
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		285
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		286
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		287
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		288
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		289
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		290
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		291
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		292
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		293
True	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	300.0		294
True	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	350.0		295
True	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	400.0		296
True	402f3cb2-0155-491d-98f6-f2a30641151d	1	450.0		297
True	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	900.0		298
True	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	0.0		299
True	2eef5e1d-82cf-4a38-9470-163a9136f968	1	350.0		300
True	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	400.0		301
True	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	450.0		302
True	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	500.0		303
True	dad54789-2d07-4cff-9139-5a13e3bc1719	1	100.0		304
True	1d282543-0f66-43e4-8b0c-0c75a9a2ec95	1	149.0		305
True	fac9b42b-b485-4de5-8810-bddf3f0b5c88	1	100.0		306
True	ac81c41b-137c-4b00-9ac4-a7636c6e80c6	1	800.0		307
True	120504ff-5e28-47db-96ce-805ae862fc1f	1	150.0		308
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		309
True	120504ff-5e28-47db-96ce-805ae862fc1f	1	150.0		310
True	b7d8ff3c-1399-4c35-8cc0-a0c82cce3d58	1	150.0		311
True	0cf185b4-3ac7-45c4-a9e7-59040962725e	1	250.0		312
True	511a196f-54ac-48b8-b8c8-5443a789e45b	1	800.0		313
True	2f4b2859-59ca-42be-8890-ad4bcd6c4bac	1	150.0		314
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		315
True	2f4b2859-59ca-42be-8890-ad4bcd6c4bac	1	150.0		316
True	557679aa-2c9b-4eeb-a704-8af5117907e7	1	107.5		317
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		318
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		319
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		320
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		321
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		322
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		323
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		324
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		325
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		326
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		327
True	277262d2-1833-463b-8bb6-008de702e264	1	70.0		328
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	200.0		329
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	30.0		330
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	110.0		331
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		332
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		333
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		334
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		335
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		336
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		337
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	61.5		338
True	277262d2-1833-463b-8bb6-008de702e264	1	50.0		339
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	250.0		340
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	50.0		341
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	110.0		342
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		343
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		344
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		345
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		346
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		347
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		348
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	61.5		349
True	277262d2-1833-463b-8bb6-008de702e264	1	50.0		350
True	c9399449-c158-4b99-9260-5f3a4737ec50	1	250.0		351
True	bbdee0ff-bffc-4688-994d-0afaaefec912	1	50.0		352
True	b843cdf9-5d10-4aa6-a262-f020e5922ef8	1	110.0		353
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		354
True	45f044fe-8127-40c1-961e-d818c5890737	1	40.0		355
True	4cbd2285-71c7-471c-83d3-caa5d22402b9	1	60.0		356
True	49c2a964-2ca2-4807-a3ae-993222bb5451	1	40.0		357
True	cdf9ad14-5bfd-4beb-aa3d-b91ee0807157	1	20.0		358
True	cde9bb50-7f9a-454d-a0ca-0b1a9c3741d3	1	20.0		359
True	020bcbfe-bac8-44dd-8716-92ec12013311	1	61.5		360
True	727ed227-65ea-4413-bc4f-1f0dcb3fa5ee	1	80.0		361
True	61120374-2dd3-44a9-acfa-9b193ba0b57d	1	200.0		362
True	464e7164-9029-4250-af02-89a51dcb6b3b	1	300.0		363
True	58656d18-2bf8-442c-97e9-d5b80b34f822	1	30.0		364
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		365
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		366
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		367
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		368
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		369
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		370
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		371
True	6018a7c0-34ac-4c0e-b87d-31bbd62b7e54	1	2750.0		372
True	1b59adbd-9cdf-4df2-bad1-710363bb7271	1	300.0		373
