price	uid	startUnit	selected	endUnit	patients_treatmentPlans_steps_treatments_serviceCodeSmartGroups_serviceCodes_un_id
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		33
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		34
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		35
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		36
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		37
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		38
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		39
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		40
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		41
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		42
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		43
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		44
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		45
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		46
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		47
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		48
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		49
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		50
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		51
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		52
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		53
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		54
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		55
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		56
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		57
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		58
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		59
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		60
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		61
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		62
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		63
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		64
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		65
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		66
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		67
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		68
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		69
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		70
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		71
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		72
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		73
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		74
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		75
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		76
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		77
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		78
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		79
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		80
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		81
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		82
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		83
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		84
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		85
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		86
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		87
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		88
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		89
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		90
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		91
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		92
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		93
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		94
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		95
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		96
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		97
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		98
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		99
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		100
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		101
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		102
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		103
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		104
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		105
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		106
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		107
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		108
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		109
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		110
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		111
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		112
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		113
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		114
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		115
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		116
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		117
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		118
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		119
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		120
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		121
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		122
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		123
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		124
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		125
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		126
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		127
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		128
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		129
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		130
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		131
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		132
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		133
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		134
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		135
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		136
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		137
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		138
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		139
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		140
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		141
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		142
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		143
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		144
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		145
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		146
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		147
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		148
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		149
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		150
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		151
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		152
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		153
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		154
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		155
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		156
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		157
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		158
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		159
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		160
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		161
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		162
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		163
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		164
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		165
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		166
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		167
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		168
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		169
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		170
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		171
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		172
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		173
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		174
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		175
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		176
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		177
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		178
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		179
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		180
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		181
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		182
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		183
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		184
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		185
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		186
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		187
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		188
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		189
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		190
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		191
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		192
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		193
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		194
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		195
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		196
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		197
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		198
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		199
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		200
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		201
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		202
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		203
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		204
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		205
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		206
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		207
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		208
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		209
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		210
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		211
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		212
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		213
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		214
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		215
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		216
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		217
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		218
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		219
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		220
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		221
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		222
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		223
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		224
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		225
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		226
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		227
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		228
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		229
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		230
227.0	b0601d70-0a6d-471f-b2c5-0837cdf00dc2	1	True		231
	67d00667-39b3-4da9-a6fc-e97ae81480fd	1	False		232
	f73c2749-cc8e-4329-b6f4-e7d9c829d73e	1	False		233
237.0	dc425128-9b27-4be6-b258-f2e6f98c3006	1	True		234
110.0	c6a9db8e-7607-4a81-b62c-61d4b3398102	1	True		235
120.0	0e19e583-c8d5-43b7-b77c-927b7d5b24cf	1	True		236
300.0	7925e0ce-e913-4e8a-a860-6a56ca262687	1	True		237
550.0	5d406b54-6f89-4967-a2e6-1f3977a1be42	1	True		238
650.0	f5481e34-47ec-4ed1-ae26-03bbebd9d5ca	1	True		239
400.0	fd494901-01fb-46c8-b564-da544acd71b5	1	True		240
227.0	b0601d70-0a6d-471f-b2c5-0837cdf00dc2	1	True		241
	7ee0ec3f-8f39-4d92-baa0-d812864b3c21	1	False		242
	a3accc80-d5f2-45ab-9237-a7f0ed7f682d	1	False		243
237.0	dc425128-9b27-4be6-b258-f2e6f98c3006	1	True		244
110.0	c6a9db8e-7607-4a81-b62c-61d4b3398102	1	True		245
120.0	0e19e583-c8d5-43b7-b77c-927b7d5b24cf	1	True		246
300.0	7925e0ce-e913-4e8a-a860-6a56ca262687	1	True		247
550.0	5d406b54-6f89-4967-a2e6-1f3977a1be42	1	True		248
650.0	f5481e34-47ec-4ed1-ae26-03bbebd9d5ca	1	True		249
400.0	fd494901-01fb-46c8-b564-da544acd71b5	1	True		250
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		251
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		252
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		253
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		254
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		255
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		256
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		257
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		258
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		259
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		260
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		261
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		262
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		263
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		264
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		265
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		266
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		267
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		268
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		269
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		270
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		271
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		272
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		273
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		274
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		275
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		276
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		277
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		278
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		279
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		280
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		281
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		282
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		283
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		284
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		285
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		286
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		287
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		288
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		289
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		290
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		291
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		292
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		293
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		294
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		295
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		296
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		297
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		298
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		299
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		300
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		301
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		302
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		303
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		304
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		305
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		306
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		307
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		308
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		309
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		310
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		311
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		312
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		313
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		314
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		315
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		316
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		317
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		318
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		319
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		320
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		321
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		322
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		323
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		324
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		325
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		326
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		327
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		328
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		329
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		330
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		331
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		332
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		333
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		334
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		335
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		336
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		337
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		338
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		339
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		340
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		341
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		342
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		343
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		344
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		345
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		346
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		347
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		348
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		349
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		350
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		351
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		352
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		353
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		354
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		355
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		356
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		357
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		358
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		359
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		360
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		361
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		362
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		363
450.0	402f3cb2-0155-491d-98f6-f2a30641151d	1	True		364
900.0	5fb7c4b8-a965-40cc-8076-4523bda2e50b	1	True		365
0.0	845fd959-7740-4ac6-86e7-e3fff92a4d6e	1	True		366
350.0	2eef5e1d-82cf-4a38-9470-163a9136f968	1	True		367
400.0	be15b39c-5c1d-4de7-9193-7dcdcde4273f	1	True		368
450.0	a184b1cc-fbcb-4592-8499-1317bafaf22c	1	True		369
500.0	32468bb4-9951-4c11-9a9e-f05e3d76ce4e	1	True		370
300.0	819b1f68-5d1e-42b4-98a2-729e68c8667b	1	True		371
350.0	c6a66488-d1a5-4a14-9013-aee9011b09f4	1	True		372
400.0	42d68d7d-68b9-499f-953e-7aba6445c3ba	1	True		373
